filename,image_type,sizetext,stains,price,smell,price_confidence,condition,usage_confidence,comment,holes,colors,usage,type,damage,styleholes,brand,season_all_seasons,season_autumn,season_spring,season_winter,category_female,category_unisex
front_2024_02_16_13_09_53.png,0,0,0,88,2,2.0,3,3.0,0,0,1,5,21,0,0,1,0,0,0,0,0,0
back_2023_07_18_06_37_26.png,1,0,1,35,2,3.0,5,3.0,0,0,1,5,14,0,0,1,1,0,0,0,1,0
back_2024_01_11_06_59_44.png,1,0,1,31,2,3.0,4,3.0,0,0,1,4,5,1,0,1,1,0,0,0,1,0
front_2024_01_17_07_40_28.png,0,0,0,34,2,3.0,3,3.0,0,2,4,4,2,1,0,1,1,0,0,0,0,0
front_2024_01_24_10_53_18.png,0,0,1,17,2,3.0,4,3.0,0,0,1,5,0,1,0,1,1,0,0,0,1,0
front_2023_09_18_05_51_13.png,0,0,1,40,2,3.0,3,3.0,0,2,4,4,25,0,0,1,1,0,0,0,1,0
back_2024_03_15_12_36_31.png,1,0,1,13,2,3.0,3,3.0,0,0,5,4,3,1,0,1,1,0,0,0,0,0
back_2024_01_26_13_54_57.png,1,0,1,10,2,3.0,3,3.0,0,0,3,4,14,1,0,1,1,0,0,0,0,0
back_2023_10_12_10_52_50.png,1,1,1,25,2,3.0,3,3.0,0,0,1,4,17,0,0,0,1,0,0,0,1,0
back_2023_08_10_10_41_26.png,1,0,1,85,2,3.0,3,3.0,1,0,1,4,14,0,0,1,1,0,0,0,1,0
front_2023_07_25_08_39_38.png,0,0,1,6,2,3.0,3,3.0,0,0,2,4,5,0,0,1,1,0,0,0,0,0
front_2023_07_19_06_24_27.png,0,0,0,31,2,2.0,2,2.0,0,2,1,4,6,0,0,1,0,0,0,0,1,0
back_2023_11_21_08_06_08.png,1,0,2,32,2,3.0,2,3.0,1,0,3,4,12,1,0,1,1,0,0,0,0,0
back_2023_10_25_11_19_47.png,1,0,1,60,1,3.0,3,3.0,1,0,2,5,12,0,0,1,1,0,0,0,0,0
back_2024_02_14_07_01_07.png,1,0,1,29,2,3.0,3,3.0,0,0,1,0,5,0,0,1,1,0,0,0,1,0
front_2024_01_19_09_45_14.png,0,0,0,41,2,3.0,4,3.0,0,0,1,5,1,1,0,1,1,0,0,0,1,0
front_2024_04_26_11_03_23.png,0,0,1,94,2,3.0,5,3.0,0,0,1,5,2,0,0,1,0,0,0,0,1,0
front_2024_05_20_10_19_56.png,0,0,1,18,2,3.0,2,3.0,0,1,2,4,0,1,0,1,1,0,0,0,1,0
front_2023_09_15_12_18_35.png,0,0,1,66,2,2.0,3,2.0,0,0,1,5,17,0,0,1,1,0,0,0,1,0
front_2023_08_15_05_49_46.png,0,0,0,139,2,3.0,3,3.0,0,0,2,5,11,0,0,1,1,0,0,0,1,0
front_2023_07_31_10_47_16.png,0,0,0,34,2,3.0,2,3.0,0,0,1,4,5,0,0,1,1,0,0,0,1,0
front_2024_05_22_09_17_06.png,0,0,1,80,2,3.0,4,3.0,1,0,2,5,8,1,0,1,1,0,0,0,0,0
back_2023_10_27_06_24_30.png,1,0,1,74,2,3.0,4,3.0,0,0,1,5,2,0,0,1,0,0,0,0,0,0
front_2023_09_19_11_32_14.png,0,0,1,86,2,3.0,3,3.0,0,0,1,3,2,0,0,1,1,0,0,0,0,1
back_2023_10_20_05_41_02.png,1,0,1,82,2,3.0,5,3.0,0,0,1,5,7,0,0,1,0,0,0,0,1,0
front_2023_11_14_07_37_42.png,0,0,1,81,2,2.0,5,3.0,0,0,2,5,3,0,0,1,1,0,0,0,1,0
back_2023_06_27_13_26_02.png,1,0,2,29,2,3.0,3,1.0,1,0,4,4,12,0,0,1,1,0,0,0,0,0
front_2024_01_26_09_16_02.png,0,0,2,22,2,3.0,3,3.0,0,0,1,4,20,1,0,1,0,0,0,0,1,0
back_2023_08_01_06_39_23.png,1,0,1,34,2,2.0,4,3.0,0,0,2,5,5,0,0,1,1,0,0,0,1,0
front_2023_09_01_05_28_14.png,0,0,1,68,2,3.0,5,3.0,0,0,1,5,14,0,0,1,0,0,0,0,1,0
back_2023_11_28_12_00_32.png,1,0,0,15,2,3.0,3,3.0,0,0,1,4,14,1,0,1,1,0,0,0,1,0
back_2023_10_25_06_17_22.png,1,0,1,35,2,2.0,3,3.0,1,0,1,5,0,0,0,1,1,0,0,0,0,0
back_2023_09_26_09_08_06.png,1,0,1,23,2,2.0,4,3.0,0,0,1,5,2,0,0,1,1,0,0,0,1,0
front_2023_08_22_06_43_20.png,0,0,1,134,2,3.0,5,3.0,0,0,1,5,9,0,0,1,1,0,0,0,1,0
back_2024_03_07_07_20_40.png,1,0,1,96,2,3.0,5,3.0,0,0,6,5,0,0,0,1,1,0,0,0,1,0
back_2024_03_14_07_56_21.png,1,0,1,29,2,3.0,4,2.0,0,0,1,5,14,0,0,1,1,0,0,0,1,0
back_2024_05_06_09_37_02.png,1,0,1,38,2,3.0,2,3.0,0,0,1,1,5,1,0,1,1,0,0,0,0,0
front_2024_04_30_06_31_39.png,0,0,1,68,2,3.0,5,3.0,0,0,1,5,20,0,0,1,0,0,0,0,0,0
back_2024_02_19_09_24_31.png,1,0,1,74,2,3.0,5,3.0,0,0,3,5,3,0,0,1,1,0,0,0,0,0
front_2023_07_20_06_21_25.png,0,0,1,76,2,3.0,5,3.0,0,0,2,5,3,0,0,1,1,0,0,0,1,0
front_2024_04_26_11_09_45.png,0,0,1,136,2,3.0,5,3.0,0,0,1,5,19,0,0,1,0,0,0,1,0,0
back_2023_09_25_08_59_27.png,1,0,1,64,2,2.0,5,3.0,0,0,1,5,2,0,0,1,1,0,0,0,0,0
back_2023_09_07_14_31_55.png,1,0,1,61,2,3.0,4,3.0,0,0,1,5,5,0,0,1,0,0,0,0,1,0
front_2023_07_06_07_15_33.png,0,0,1,38,2,3.0,3,3.0,0,0,1,4,3,0,0,1,1,0,0,0,1,0
front_2024_02_07_12_12_22.png,0,0,1,83,2,3.0,5,3.0,0,0,1,5,3,0,0,1,0,0,0,0,1,0
front_2023_09_11_12_05_17.png,0,0,1,34,2,3.0,3,3.0,0,0,2,4,3,0,0,1,1,0,0,0,0,1
back_2023_10_04_11_16_19.png,1,0,1,40,2,3.0,3,2.0,1,0,1,2,12,0,0,1,1,0,0,0,1,0
back_2024_02_02_12_16_44.png,1,0,1,61,2,3.0,5,3.0,0,0,4,5,3,0,0,1,0,0,0,0,0,1
back_2024_02_13_07_23_53.png,1,0,1,75,2,3.0,5,3.0,0,0,2,5,6,0,0,1,1,0,0,0,1,0
front_2023_10_24_09_25_22.png,0,0,1,136,2,2.0,5,3.0,0,0,2,5,22,0,0,1,1,0,0,0,0,0
back_2023_12_28_09_59_43.png,1,0,1,95,2,2.0,5,3.0,0,0,2,5,12,0,0,1,1,0,0,0,0,0
back_2024_01_22_07_14_40.png,1,0,0,33,2,3.0,3,3.0,1,0,2,4,12,1,0,1,1,0,0,0,0,0
back_2024_05_23_09_31_00.png,1,0,0,33,2,3.0,4,3.0,0,0,1,4,14,1,0,1,1,0,0,0,1,0
front_2023_07_14_08_14_00.png,0,0,1,38,2,3.0,2,3.0,0,0,3,4,12,0,0,1,1,0,0,0,0,0
back_2024_02_07_07_54_35.png,1,0,1,77,2,2.0,5,3.0,0,0,3,5,5,0,0,1,1,0,0,0,1,0
front_2024_01_05_12_19_37.png,0,0,1,27,2,3.0,3,3.0,1,0,1,5,8,1,0,1,1,0,0,0,1,0
front_2023_11_14_07_06_39.png,0,0,2,8,2,3.0,3,3.0,0,0,1,4,6,1,0,1,1,0,0,0,1,0
back_2023_10_16_06_27_24.png,1,0,1,8,2,2.0,5,3.0,0,0,1,5,9,0,0,1,1,0,0,0,0,0
back_2024_04_03_12_26_57.png,1,0,0,7,2,3.0,4,3.0,0,0,2,5,20,1,0,1,1,0,0,0,0,0
back_2023_08_08_13_18_26.png,1,0,1,72,2,3.0,4,3.0,0,0,2,5,0,0,0,0,1,0,0,0,1,0
back_2023_11_08_08_32_20.png,1,0,1,70,2,2.0,5,3.0,0,0,4,5,6,0,0,1,1,0,0,0,1,0
front_2024_01_04_12_05_33.png,0,0,1,26,2,3.0,5,3.0,0,0,2,5,5,0,0,0,1,0,0,0,1,0
front_2023_09_22_12_10_22.png,0,0,1,35,2,3.0,2,3.0,0,0,1,4,5,0,0,1,0,0,0,0,1,0
front_2023_11_30_07_08_59.png,0,0,1,33,2,3.0,4,3.0,1,0,1,5,10,0,0,1,1,0,0,0,1,0
back_2023_06_29_12_23_58.png,1,0,0,24,2,3.0,2,1.0,1,0,1,1,5,0,0,1,1,0,0,0,1,0
back_2023_08_15_09_44_52.png,1,1,2,30,2,3.0,2,3.0,0,0,2,5,14,0,0,1,1,0,0,0,1,0
back_2024_02_15_10_23_30.png,1,0,1,76,2,2.0,5,3.0,0,0,1,5,14,0,0,1,1,0,0,0,1,0
front_2023_10_23_11_24_36.png,0,0,1,92,2,3.0,3,3.0,0,0,4,5,5,0,0,0,0,0,0,0,1,0
back_2024_05_27_13_31_46.png,1,0,1,94,2,3.0,3,3.0,0,0,2,5,12,0,0,1,1,0,0,0,0,0
back_2023_10_02_06_09_32.png,1,0,0,13,2,3.0,2,3.0,0,0,1,1,14,1,0,1,0,0,0,0,1,0
front_2023_10_27_11_07_03.png,0,0,1,38,2,3.0,2,3.0,1,0,1,4,12,0,0,1,1,0,0,0,0,0
back_2023_08_09_12_03_56.png,1,0,1,91,2,3.0,4,3.0,0,0,1,5,8,0,0,1,1,0,0,0,1,0
front_2023_09_22_10_57_38.png,0,1,2,18,2,3.0,2,3.0,0,0,1,4,14,1,0,1,0,0,0,0,1,0
back_2024_02_02_13_01_55.png,1,0,1,73,2,3.0,3,3.0,1,0,1,1,3,0,0,1,1,0,0,0,1,0
back_2024_03_15_09_35_35.png,1,0,0,9,2,3.0,3,3.0,0,0,2,4,5,1,0,1,1,0,0,0,1,0
front_2023_10_19_13_37_20.png,0,0,0,34,2,3.0,2,3.0,0,0,2,1,11,1,0,1,0,0,0,0,1,0
front_2023_08_28_14_04_39.png,0,0,1,40,2,3.0,4,3.0,1,0,3,4,3,0,0,1,1,0,0,0,0,1
front_2024_01_08_06_30_41.png,0,0,1,71,2,2.0,5,3.0,0,0,1,5,8,0,0,1,1,0,0,0,1,0
front_2024_04_10_08_59_35.png,0,0,0,35,2,3.0,4,3.0,0,0,1,4,0,1,0,1,1,0,0,0,1,0
back_2024_04_04_08_10_12.png,1,0,0,43,2,3.0,3,3.0,0,0,3,4,16,1,0,1,1,0,0,0,1,0
back_2023_08_16_06_14_34.png,1,0,1,91,2,3.0,5,3.0,0,0,1,5,6,0,0,1,1,0,0,0,1,0
front_2023_08_23_15_03_42.png,0,0,2,8,2,3.0,2,3.0,0,2,2,4,14,1,0,1,1,0,0,0,0,1
back_2023_08_22_09_14_52.png,1,0,1,72,2,3.0,5,3.0,0,0,1,5,5,0,0,1,1,0,0,0,1,0
back_2023_11_23_11_40_44.png,1,1,1,7,2,2.0,3,2.0,0,0,1,4,5,0,0,1,0,0,0,0,0,0
front_2023_10_19_09_41_52.png,0,0,1,22,2,3.0,2,2.0,1,0,1,1,3,0,0,1,1,0,0,0,1,0
front_2024_04_11_08_15_19.png,0,0,1,90,2,3.0,5,3.0,0,0,4,5,8,0,0,1,1,0,0,0,0,0
back_2023_09_20_12_03_44.png,1,0,1,67,2,3.0,4,3.0,0,0,1,5,5,0,0,1,1,0,0,0,1,0
front_2023_09_25_06_26_53.png,0,0,1,19,2,3.0,3,3.0,0,0,1,4,3,0,0,1,1,0,0,0,0,0
front_2023_08_29_11_45_44.png,0,0,0,41,2,2.0,3,3.0,1,0,1,5,14,0,0,1,1,0,0,0,1,0
front_2024_02_09_08_45_09.png,0,0,1,63,2,3.0,5,3.0,0,0,1,5,14,0,0,0,1,0,0,0,1,0
front_2023_10_16_05_43_46.png,0,0,1,91,2,3.0,5,3.0,0,0,1,5,8,0,0,1,1,0,0,0,0,0
back_2023_07_24_07_31_38.png,1,0,1,88,2,3.0,3,2.0,0,0,4,5,17,0,0,1,1,0,0,0,1,0
front_2023_08_04_07_17_37.png,0,0,1,85,2,2.0,5,3.0,0,0,4,5,10,0,0,1,0,0,0,0,1,0
front_2024_01_26_12_52_53.png,0,1,0,37,2,3.0,3,3.0,1,0,1,4,20,1,0,1,1,0,0,0,0,0
back_2024_05_20_13_28_22.png,1,0,1,40,2,3.0,2,3.0,0,0,1,4,14,0,0,0,1,0,0,0,0,1
back_2024_01_19_10_11_16.png,1,0,1,14,2,3.0,3,3.0,0,0,2,4,14,1,0,1,1,0,0,0,1,0
front_2024_01_15_10_43_16.png,0,0,1,9,2,3.0,3,3.0,1,0,1,5,5,1,0,1,1,0,0,0,1,0
front_2023_09_11_08_11_36.png,0,0,1,46,2,3.0,3,3.0,0,0,2,4,7,0,1,1,1,0,0,0,1,0
front_2023_09_05_09_18_41.png,0,0,1,68,2,2.0,5,3.0,0,0,2,5,12,0,0,1,1,0,0,0,1,0
back_2023_06_29_12_04_59.png,1,0,1,35,2,3.0,2,2.0,0,1,1,5,8,0,0,1,1,0,0,0,1,0
front_2023_10_03_12_15_11.png,0,0,1,29,2,3.0,3,2.0,0,0,1,4,10,0,0,1,1,0,0,0,1,0
front_2023_10_25_05_35_59.png,0,0,1,85,2,2.0,5,3.0,0,0,1,5,20,0,0,1,0,0,0,0,0,0
front_2023_11_17_13_43_53.png,0,1,1,74,2,3.0,5,3.0,0,0,1,5,20,0,0,1,0,0,0,0,0,0
front_2023_11_27_14_26_05.png,0,0,1,11,2,3.0,1,3.0,0,0,3,4,3,0,0,1,1,0,0,0,1,0
back_2023_11_24_10_19_09.png,1,0,2,20,2,3.0,3,3.0,0,0,2,4,20,1,0,1,1,0,0,0,0,0
front_2023_09_07_05_18_52.png,0,0,0,22,2,3.0,2,3.0,0,0,2,1,5,0,0,1,0,0,0,0,1,0
front_2023_09_21_13_17_33.png,0,0,1,84,2,2.0,3,2.0,0,0,1,5,2,0,0,0,1,0,0,0,0,0
back_2023_11_21_06_58_11.png,1,0,1,35,2,3.0,3,3.0,0,0,2,4,3,0,0,1,1,0,0,0,0,0
front_2023_10_27_13_08_53.png,0,0,0,4,2,3.0,3,3.0,0,0,2,4,0,0,0,1,1,0,0,0,0,0
front_2023_11_07_07_06_09.png,0,0,1,19,2,3.0,3,3.0,0,0,1,4,12,0,0,1,1,0,0,0,1,0
back_2023_06_30_10_58_54.png,1,0,1,29,2,3.0,3,2.0,0,0,1,4,14,0,0,1,1,0,0,0,1,0
back_2023_08_09_08_34_13.png,1,0,2,12,2,3.0,1,3.0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
front_2023_08_07_12_08_05.png,0,0,1,71,2,2.0,4,3.0,0,0,1,5,0,0,0,1,1,0,0,0,1,0
front_2023_07_31_10_59_23.png,0,0,1,94,2,3.0,3,3.0,0,0,1,5,0,0,0,1,1,0,0,0,1,0
back_2024_01_08_09_26_31.png,1,0,2,40,2,3.0,3,3.0,0,0,4,4,2,1,0,1,1,0,0,0,0,0
back_2023_10_17_05_33_20.png,1,0,1,16,2,3.0,1,3.0,1,1,3,4,18,0,0,1,1,0,0,0,0,0
back_2023_07_12_06_57_58.png,1,0,1,18,2,3.0,4,3.0,0,0,1,5,10,0,0,1,1,0,0,0,1,0
back_2023_11_01_15_03_17.png,1,0,1,41,2,3.0,2,3.0,0,0,1,1,20,1,0,1,0,0,0,0,0,0
back_2024_03_01_08_08_10.png,1,0,1,33,2,3.0,3,3.0,0,0,1,4,7,0,0,1,1,0,0,0,1,0
front_2023_09_26_06_42_02.png,0,0,2,40,2,3.0,3,3.0,0,0,1,4,14,1,0,1,1,0,0,0,1,0
back_2024_03_19_09_09_36.png,1,0,2,33,2,3.0,2,3.0,0,0,1,4,12,1,0,1,1,0,0,0,0,0
front_2023_06_27_10_54_53.png,0,1,0,30,2,3.0,2,1.0,0,0,2,4,2,0,0,1,1,0,0,0,0,0
back_2023_09_04_07_14_00.png,1,0,0,39,2,3.0,3,3.0,1,0,2,4,9,0,0,1,1,0,0,0,0,0
front_2023_07_14_08_21_00.png,0,0,1,26,2,3.0,2,3.0,0,1,3,4,2,1,0,1,1,0,0,0,0,0
front_2024_01_04_10_06_06.png,0,0,0,37,2,2.0,4,3.0,0,0,1,5,3,1,0,1,1,0,0,0,1,0
back_2023_07_11_08_15_04.png,1,0,1,12,2,2.0,5,3.0,0,0,4,5,0,0,0,1,0,0,0,0,1,0
front_2024_04_03_09_05_12.png,0,0,0,42,2,3.0,4,3.0,0,2,1,4,8,1,0,0,1,0,0,0,1,0
back_2023_10_16_07_20_24.png,1,0,1,6,2,2.0,2,3.0,0,0,4,4,5,0,0,1,1,0,0,0,0,0
front_2023_07_25_14_17_01.png,0,0,0,10,2,3.0,3,3.0,0,0,1,1,5,1,0,1,1,0,0,0,1,0
front_2023_10_30_09_51_33.png,0,0,1,21,2,3.0,2,3.0,0,0,2,4,2,0,0,1,1,0,0,0,1,0
back_2023_10_27_13_40_49.png,1,0,1,86,2,2.0,5,3.0,0,0,2,5,3,0,0,1,1,0,0,0,0,1
back_2023_11_07_07_50_26.png,1,1,2,40,2,3.0,2,3.0,0,1,1,4,8,1,0,1,1,0,0,0,1,0
back_2023_09_20_07_26_25.png,1,0,1,89,2,3.0,5,3.0,0,0,1,5,3,0,0,1,1,0,0,0,1,0
front_2024_01_02_09_23_44.png,0,0,2,14,2,3.0,2,3.0,1,0,1,4,1,0,0,0,0,1,0,0,0,0
back_2024_02_09_10_14_01.png,1,0,1,93,2,3.0,5,3.0,0,0,1,5,14,0,0,1,1,0,0,0,0,0
front_2024_01_16_13_22_19.png,0,0,1,73,2,3.0,5,3.0,0,0,7,5,0,0,0,1,1,0,0,0,1,0
front_2023_07_18_06_37_26.png,0,0,1,35,2,3.0,5,3.0,0,0,1,5,14,0,0,1,1,0,0,0,1,0
back_2024_04_26_08_42_39.png,1,0,1,14,2,3.0,2,3.0,0,0,2,1,5,1,0,1,1,0,0,0,0,0
back_2023_11_28_13_14_07.png,1,0,0,23,2,3.0,1,3.0,0,0,3,4,2,1,0,1,1,0,0,0,0,0
front_2023_06_29_12_48_47.png,0,0,2,15,2,3.0,1,1.0,0,1,1,4,2,1,0,0,1,0,0,0,0,0
front_2023_08_11_08_33_30.png,0,0,1,91,2,2.0,4,3.0,0,0,1,5,14,0,0,1,1,0,0,0,1,0
front_2023_10_31_10_00_28.png,0,0,1,18,2,3.0,1,3.0,1,0,2,4,3,0,0,1,1,0,0,0,1,0
back_2023_10_17_08_40_25.png,1,0,1,12,2,2.0,4,3.0,0,0,1,5,3,0,0,0,1,0,0,0,1,0
back_2023_07_06_08_51_55.png,1,0,0,30,2,3.0,3,3.0,0,0,1,4,5,1,0,1,1,0,0,0,0,0
back_2023_09_15_09_24_22.png,1,0,1,88,2,3.0,4,3.0,0,0,1,5,5,0,0,1,1,0,0,0,1,0
front_2023_07_13_11_25_49.png,0,0,2,26,2,3.0,1,3.0,0,0,2,4,12,0,0,1,1,0,0,0,0,0
back_2023_12_06_07_36_50.png,1,0,1,61,2,2.0,5,3.0,0,0,1,5,22,0,0,1,1,0,0,0,1,0
front_2023_07_07_08_58_43.png,0,1,2,17,2,3.0,2,3.0,0,0,1,4,26,0,0,1,0,1,0,0,0,0
front_2024_01_12_12_25_35.png,0,0,1,80,2,3.0,3,3.0,0,0,1,5,22,0,0,1,1,0,0,0,1,0
front_2023_11_14_10_38_11.png,0,0,1,18,2,3.0,2,3.0,0,0,2,0,16,0,0,1,1,0,0,0,1,0
back_2023_09_08_05_49_12.png,1,0,1,69,2,3.0,5,3.0,0,0,1,5,12,0,0,1,1,0,0,0,1,0
back_2024_02_01_12_53_03.png,1,0,1,27,2,3.0,4,3.0,0,0,3,5,11,1,0,1,1,0,0,0,1,0
back_2024_01_18_12_39_31.png,1,0,1,37,2,3.0,2,3.0,1,0,1,4,14,0,0,1,1,0,0,0,0,0
front_2023_10_30_06_28_18.png,0,0,1,22,2,3.0,3,3.0,1,0,1,4,7,0,0,1,1,0,0,0,0,0
front_2023_08_25_08_37_48.png,0,0,0,21,2,3.0,3,3.0,1,0,2,1,0,0,0,1,1,0,0,0,1,0
front_2023_08_03_05_59_48.png,0,0,0,17,2,3.0,4,3.0,0,0,1,5,20,1,0,1,0,0,0,0,0,0
front_2024_03_01_07_05_25.png,0,0,1,31,2,3.0,3,3.0,0,1,4,4,3,1,0,1,1,0,0,0,1,0
front_2023_07_07_08_56_18.png,0,0,1,17,2,3.0,5,3.0,0,0,1,5,5,0,0,1,1,0,0,0,0,0
front_2023_08_17_06_14_19.png,0,0,1,43,2,3.0,2,3.0,0,0,1,1,5,0,0,1,1,0,0,0,0,0
back_2023_10_12_10_49_19.png,1,1,1,7,2,3.0,2,3.0,1,0,1,4,10,1,0,0,1,0,0,0,1,0
front_2024_01_31_07_43_22.png,0,1,1,68,2,2.0,5,3.0,0,0,1,5,3,0,0,1,1,0,0,0,0,0
front_2023_08_10_10_41_26.png,0,0,1,86,2,3.0,3,3.0,1,0,1,4,14,0,0,1,1,0,0,0,1,0
front_2023_11_30_12_01_59.png,0,0,1,126,2,3.0,5,3.0,0,0,1,5,3,0,0,1,0,0,0,0,0,0
back_2023_09_19_11_36_33.png,1,0,0,84,2,2.0,3,2.0,0,0,1,4,20,0,0,1,1,0,0,0,1,0
back_2023_10_25_11_56_10.png,1,1,2,35,2,3.0,2,3.0,1,0,1,4,10,0,0,1,1,0,0,0,1,0
back_2023_10_25_06_34_11.png,1,0,1,35,2,3.0,3,3.0,0,1,2,4,2,1,0,1,1,0,0,0,0,0
back_2023_11_08_08_19_52.png,1,0,1,70,0,2.0,4,3.0,0,0,2,5,3,0,0,1,1,0,0,0,1,0
front_2023_11_29_08_41_00.png,0,0,1,27,2,3.0,2,3.0,1,0,2,4,20,0,0,1,0,0,0,0,1,0
front_2024_01_04_07_52_48.png,0,0,1,74,2,2.0,5,3.0,0,0,3,5,0,0,0,1,1,0,0,0,0,0
back_2023_08_24_06_07_30.png,1,0,1,83,2,3.0,5,3.0,0,0,2,5,6,0,0,1,1,0,0,0,1,0
back_2024_01_16_10_01_59.png,1,0,2,13,2,3.0,2,3.0,1,0,2,4,3,0,0,1,1,0,0,0,0,0
back_2024_03_05_09_50_19.png,1,0,1,85,2,3.0,5,3.0,0,0,2,5,5,0,0,1,1,0,0,0,0,0
back_2023_09_27_06_20_27.png,1,0,0,22,2,3.0,2,3.0,1,0,2,4,10,1,0,1,0,0,0,0,1,0
front_2023_07_27_08_15_06.png,0,0,2,12,2,3.0,2,3.0,0,0,1,4,2,1,0,1,1,0,0,0,0,0
front_2024_02_15_07_40_05.png,0,0,1,124,2,3.0,5,3.0,1,0,1,5,7,0,1,0,1,0,0,0,1,0
front_2023_11_06_07_56_14.png,0,0,1,80,2,2.0,5,3.0,0,0,1,5,2,0,0,1,1,0,0,0,1,0
front_2023_07_31_12_29_39.png,0,0,1,21,2,3.0,3,3.0,0,1,1,4,5,1,0,1,1,0,0,0,1,0
front_2023_10_02_06_56_55.png,0,0,1,73,2,3.0,5,3.0,0,0,1,5,3,0,0,1,0,0,0,0,1,0
back_2023_09_04_14_40_51.png,1,0,1,37,0,3.0,3,2.0,0,0,1,4,12,0,0,1,1,0,0,0,1,0
front_2023_07_05_14_47_24.png,0,0,1,74,2,3.0,3,3.0,0,0,1,5,2,0,0,1,0,0,0,0,1,0
back_2023_10_13_07_17_01.png,1,1,1,22,2,3.0,3,3.0,1,0,1,4,2,1,0,0,1,0,0,0,1,0
front_2023_07_28_08_39_50.png,0,0,2,42,2,3.0,3,3.0,0,0,3,4,16,0,0,1,1,0,0,0,1,0
front_2023_11_07_07_37_56.png,0,0,1,64,2,2.0,4,3.0,0,0,3,5,16,0,0,1,1,0,0,0,1,0
front_2023_10_04_06_43_30.png,0,0,1,75,2,3.0,5,3.0,0,0,1,5,14,0,0,0,0,0,0,0,1,0
front_2023_07_06_15_49_14.png,0,0,1,94,2,3.0,4,3.0,0,0,1,5,5,0,0,1,0,0,0,0,1,0
back_2023_07_18_10_35_40.png,1,0,0,38,2,3.0,3,3.0,0,0,2,1,2,0,0,1,1,0,0,0,0,0
front_2023_11_27_13_31_46.png,0,0,2,33,2,3.0,2,3.0,0,0,1,4,3,1,0,1,1,0,0,0,0,0
front_2023_07_03_11_52_57.png,0,0,1,76,2,2.0,3,2.0,0,0,1,5,12,0,0,0,1,0,0,0,1,0
front_2023_07_11_13_21_32.png,0,0,1,97,2,3.0,5,3.0,0,0,2,5,16,0,0,1,0,1,0,0,1,0
front_2023_08_11_11_39_28.png,0,0,0,33,2,3.0,3,3.0,1,0,1,4,11,0,0,1,1,0,0,0,1,0
front_2024_01_31_13_23_01.png,0,0,0,23,2,3.0,4,3.0,0,0,4,5,5,1,0,1,1,0,0,0,0,0
back_2023_10_31_10_41_17.png,1,0,1,94,2,2.0,5,3.0,0,0,1,5,5,0,0,1,1,0,0,0,0,0
back_2023_11_03_10_30_06.png,1,0,1,83,2,3.0,5,3.0,0,0,1,5,20,0,0,1,1,0,0,0,0,0
back_2024_03_06_14_22_55.png,1,0,0,38,2,3.0,4,3.0,0,0,1,5,3,1,0,1,1,0,0,0,1,0
front_2023_08_09_12_16_56.png,0,0,1,76,2,3.0,3,3.0,0,0,2,5,14,0,0,1,1,0,0,0,1,0
back_2023_09_29_12_57_21.png,1,0,1,82,2,2.0,4,3.0,0,0,1,5,2,0,0,1,1,0,0,0,0,0
front_2023_11_24_13_12_41.png,0,0,0,30,2,3.0,2,3.0,0,0,1,4,3,1,0,1,0,0,0,0,1,0
front_2023_10_24_09_40_06.png,0,0,1,64,2,2.0,4,3.0,1,0,2,5,2,0,0,1,1,0,0,0,0,0
